Premise Name,Company Brand Name,Address,Halal Certification Expiry Date,Halal Certification Body
SENTOSA VILLA CAFE,SENTOSA VILLA (PROMTAS SDN BHD),"SENTOSA VILLA (PROMTAS SDN BHD) LOT 4223 & 11840, JALAN 8, TAMAN SENTOSA, TAIPING",2019-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SENTUHAN RASA CT CAFE,SENTUHAN RASA CT CAFE,NO 4 R&R TEMERLOH ARAH BARAT R&R TEMERLOH LEBUHRAYA PANTAI TIMUR,2022-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL CHICKEN,ICONIC STAR SDN. BHD,"LOT NO G9 & G-9A, GROUND FLOOR, BOULEVARD SHOPPING MALL",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN,SEOUL GARDEN RESTAURANT SDN. BHD.,"LG 27 & 28 SUNWAY CARNIVAL MALL 3068 JALAN TODAK, PUSAT BANDAR SEBERANG JAYA PERAI",2020-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN (1ST AVENUE),OCTO JET (F&B) SDN BHD,"LOT 3-11 & 3-12,1ST AVENUE,182,JALAN MAGAZINE",2020-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN - AEON KINTA CITY IPOH (OCTO JET (F&B) SDN BHD),OCTO JET (F&B) SDN BHD,"LOT G22, AEON KINTA CITY SHOPPING CENTRE, NO. 2, JALAN TEH LEAN SWEE, OFF JALAN SULTAN AZLAN SHAH (U), IPOH",2019-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN - TAIPING MALL OCTO JET (F&B) SDN BHD,OCTO JET (F&B) SDN BHD,"LOT LG-32, LG-33 & LG-33A, TAIPING MALL, JALAN TUPAI, TAIPING",2019-10-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN 1 UTAMA,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LG 345, LOWER GROUND FLOOR, HIGHSTREET, 1 UTAMA SHOPPING CENTRE, BANDAR UTAMA, PETALING JAYA",2022-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN 1ST AVENUE MALL,OCTO JET (F&B) SDN BHD,"182, JALAN MAGAZINE , LOT 3-11 & 3-12, 1ST AVENUE MALL",2021-10-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN 1UTAMA,SEOUL GARDEN RESTAURANT SDN. BHD.,"LG 345, LOWER GROUND FLOOR, HIGHSTREET, 1 UTAMA SHOPPING CENTRE LEBUH BANDAR UTAMA",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AEON DATO' ONN JB,OCTO JET SDN. BHD,"LOT S01, LEVEL 2, NO 3, JALAN DATO' ONN 3, BANDAR DATO' ONN,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AEON MALL,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT S11, 2ND FLOOR NO. 1, JLN AKUATIK 13/64, SEKSYEN 13",2021-05-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AEON MALL NILAI,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT S30, 2ND FLOOR, AEON MALL NILAI PERSIARAN PUSAT BANDAR, PUTRA POINT BANDAR BARU NILAI",2024-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AEON MALL SHAH ALAM,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT S11, SECOND FLOOR, AEON MALL SHAH ALAM NO. 1, JLN AKUATIK 13/64, SEKSYEN 13",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN ALAMANDA,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT P03A,ALAMANDA SHOPPING CENTRE PRESINT 1",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AMAN CENTRAL ALOR SETAR,OCTO JET (F&B) SDN BHD,"LOT 3-23, NO 1 AMAN CENTRAL , LEBUHRAYA DARUL AMAN",2023-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN AUTO-CITY (JJT FOOD & BEVERAGE RESOURCES),JJT FOOD & BEVERAGE RESOURCES,"1831-G1 JALAN PERUSAHAAN, HIGHWAY AUTO-CITY NORTH SOUTH HIGHWAY, JURU",2020-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN BERJAYA MEGAMALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 1.12, 1.13 & 1.15, TINGKAT 1 BERJAYA MEGA MALL SRI DAGANGAN",2020-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN BERJAYA MEGAMALL, KUANTAN",SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 1.12,1.13 & 1.15, TINGKAT 1 BERJAYA MEGAMALL SRI DAGANGAN",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN DPULZE,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT LG-07, LOWER GROUND FLOOR, LINGKARAN CYBER POINT TIMUR, CYBER 12, CYBERJAYA",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN GURNEY PLAZA PENANG,OCTO JET SDN BHD (SEOUL GARDEN),"170-B1-46 PERSIARAN GURNEY , GURNEY PLAZA",2023-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOT POT AEON KINTA CITY IPOH,OCTO JET (F&B) SDN BHD,"NO 2, JALAN TEH LEAN SWEE, G21, AEON KINTA CITY SHOPPING CENTRE, OFF JALAN SULTAN AZLAN SHAH UTARA",2023-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOT POT EAST COAST MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"GF-02(ALFRESCO), EAST COAST MALL, JALAN PUTRA SQUARE 6,",2021-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOT POT MAHKOTA PARADE,OCTO JET SDN BHD (SEOUL GARDEN THE SHORE),"LOT G88, NO 1, JALAN MERDEKA, MAHKOTA PARADE",2021-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOT POT THE SHORE SHOPPING MALL,OCTO JET SDN BHD (SEOUL GARDEN THE SHORE),"193, JALAN PERSISIRAN BUNGA RAYA , GF 23, THE SHORE@MELAKA RIVER,",2021-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN HOT POT, TAIPING MALL",OCTO JET (F&B) SDN BHD,"LG 32, TAIPING MALL, JALAN TUPAI, TAIPING",2023-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT,SEOUL GARDEN RESTAURANT SDN. BHD.,"KB MALL, PT 101;102, JALAN HAMZAH, SEKSYEN 16",2020-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN HOTPOT - AEON KINTA CITY, IPOH",OCTO JET (F&B) SDN BHD,"(OCTO JET (F&B) SDN BHD) LOT G21, AEON KINTA CITY SHOPPING CENTRE, NO. 2, JLN TEH LEAN SWEE, OFF JLN SULTAN AZLAN SHAH UTARA, IPOH",2020-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT - TAIPING MALL,OCTO JET (F&B) SDN BHD,"(OCTO JET (F&B) SDN BHD) LOT LG 32, TAIPING MALL, JALAN TUPAI, TAIPING",2020-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT AEON KINTA CITY,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT G21 & G22 AEON KINTA CITY SHOPPING CENTRE,",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT ANGSANA MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT L2.24, LEVEL 2, SEOUL GARDEN HOT POT, ANGSANA JOHOR BAHRU MALL, PUSAT BANDAR TAMPOI",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT DPULZE,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT LG-06A, LOWER GROUND FLOOR LINGKARAN CYBER POINT TIMUR CYBER 12, CYBERJAYA",2020-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT EAST COAST MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"GF-02, JALAN PUTRA SQUARE, PUTRA SQUARE,",2021-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT GURNEY PLAZA,SEOUL GARDEN RESTAURANT SDN. BHD.,"170-B1-45, BASEMENT 1 PERSIARAN GURNEY,",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT GURNEY PLAZA (OCTO JET SDN BHD),OCTO JET SDN BHD (SEOUL GARDEN),"170-B1-45, PLAZA GURNEY, PERSIARAN GURNEY,",2020-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT IOI MALL,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT EG 09 & EG 10 GROUND FLOOR IOI MALL, PUUCHONG",2020-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT JB ANGSANA MALL,OCTO JET SDN. BHD,"LOT NO L2-24, PLAZA ANGSANA, JALAN TAMPOI, PUSAT BANDAR TAMPOI",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT JB PARADIGM MALL,OCTO JET SDN. BHD,"LOT 2F-28, PARADIGM MALL JOHOR BAHRU, JALAN SKUDAI",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT KB MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"S16, LOT G27 GROUND FLOOR KB MALL JALAN HAMZAH",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT KBMALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT G 27, GROUND FLOOR JALAN HAMZAH,",2021-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT MAHKOTA PARADE,SEOUL GARDEN RESTAURANT SDN. BHD.,"G-87 & G-88 MAHKOTA PARADE, NO.1 JALAN MERDEKA,",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT MAIN PLACE,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT LG-12, LEVEL LG FLOOR, THE MAIN PLACE, PERSIARAN KEWAJIPAN, USJ 21, SUBANG JAYA SELANGOR DARUL EHSAN",2020-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT MYTOWN,SEOUL GARDEN RESTAURANT SDN. BHD.,"SEOUL GARDEN RESTAURANT SDN. BHD. NO.018, LEVEL 1, MYTOWN KL, JALAN COCHRANE, SEKSYEN 90",2023-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT PARADIGM MALL JB,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 2F-28 & 29, PARADIGM MALL JOHOR BAHRU JALAN SKUDAI,",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT SUNWAY PUTRA MALL,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT 3-27, 3RD FLOOR, SUNWAY PUTRA MALL NO. 100, JALAN PUTRA 50350, JALAN PUTRA, KUALA LUMPUR",2020-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT SUNWAY VELOCITY,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 4-07&08,4TH FLOOR, LINGKARAN SV,SUNWAY VELOCITY, CHERAS, KUALA LUMPUR",2021-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT SURIA SABAH SHOPPING MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"1ST FLOOR, PART OF 1-37 JALAN TUN FUAD STEPHENS,",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT TAIPING MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"JALAN TUPAI, LOT LG 32, TAIPING MALL",2023-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN HOTPOT THE SHORE @ MALACCA RIVER,SEOUL GARDEN RESTAURANT SDN. BHD.,"GF-23, THE SHORE SHOPPING GALLERY JLN PERSISIRAN BUNGA RAYA",2023-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN I-CITY,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"L3-29A, LEVEL 3, CENTRAL I-CITY, PLOT 1, I-CITY, PERSIARAN MULTIMEDIA, SEKSYEN 7, SHAH ALAM,",2022-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN I-CITY SHAH ALAM,SEOUL GARDEN RESTAURANT SDN. BHD.,"L3-29A, CENTRAL I-CITY, SEKSYEN 7 I-CITY",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN IOI CITY MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT LG63, LOWER GROUND FLOOR IOI RESORT CITY IOI CITY MALL",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN IOI MALL,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT EG9 & EG10, GROUND FLOOR, IOI MALL, PUCHONG SELANGOR.",2021-05-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN JB ANGSANA MALL,OCTO JET SDN. BHD,"NO 52, LOT SC 2.3, LEVEL 2, ANGSANA JOHOR BAHRU MALL, PUSAT BANDAR TAMPOI",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN JB PARADIGM MALL,OCTO JET SDN. BHD,"LOT 2F-29, PARADIGM MALL JOHOR BAHRU, JALAN SKUDAI,",2021-09-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN KB MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 3, 01A KB MALL, 3RD FLOOR, JALAN HAMZAH,",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN MAHKOTA PARADE,OCTO JET SDN BHD (SEOUL GARDEN THE SHORE),"LOT G87, NO. 1, JALAN MERDEKA, MAHKOTA PARADE,",2021-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN MELAWATI MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"L3-03& 04, MELAWATI MALL,  355, JALAN BANDAR MELAWATI, PUSAT BANDAR MELAWATI,",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN PALM MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 1F-39, 1ST FLOOR JALAN SUNGAI UJONG",2024-03-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN PARADIGM MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT NO. GB02A, LEVEL G, PARADIGM MALL, NO.1 JALAN SS7/26A",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN PAYA BUNGA SQUARE,SEOUL GARDEN RESTAURANT SDN. BHD.,"NO. L1-FB-K5 PAYA BUNGA SQUARE, JALAN MASJID ABIDIN,",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN PAYA BUNGA SQUARE (PBS),SEOUL GARDEN RESTAURANT SDN. BHD.,"NO. L1-FB-K5 PAYA BUNGA SQUARE, JALAN MASJID ABIDIN,",2020-07-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN QUEENSBAY MALL,OCTO JET (F&B) SDN BHD,"3F-02, QUEENSBAY MALL, 100, PERSIARAN BAYAN INDAH, BAYAN LEPAS",2020-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT - SEOUL GARDEN HOTPOT MYTOWN,SEOUL GARDEN RESTAURANT SDN. BHD.,"L1-018, MY TOWN SHOPPING CENTRE, SEKSYEN 90, JALAN COCHRANE, CHERAS,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT - SEOUL GARDEN HOTPOT SURIA SABAH MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"1ST FLOOR, LOT 1-37 (OP-5), SURIA SABAH SHOPPING MALL, NO 1 JALAN, TUN FUAD STEPHENS",2024-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT - SEOUL GARDEN KORBI GRILL MYTOWN,SEOUL GARDEN RESTAURANT SDN. BHD.,"L1-018, MY TOWN SHOPPING CENTRE, SEKSYEN 90, JALAN COCHRANE,",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN BHD,SEOUL GARDEN RESTAURANT SDN. BHD.,"NO.018, LEVEL 1, MYTOWN KL JALAN COCHRANE, SEKSYEN 90",2025-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN BHD - SEOUL GARDEN SUNWAY CARNIVAL MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LG 27 & 28 SUNWAY CARNIVAL MALL, 3068, JALAN TODAK, PUSAT BANDAR SEBERANG JAYA,",2024-01-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN BHD-SEOUL GARDEN HOTPOT KB MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT G 27, GROUND FLOOR JALAN HAMZAH,",2023-05-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN. BHD - SEOUL GARDEN BERJAYA MEGAMALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 1.12,1.13 & 1.15, TINGKAT 1 BERJAYA MEGAMALL SRI DAGANGAN,",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN. BHD - SEOUL GARDEN HOTPOT PERMAISURI IMPERIAL CITY MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT PICM-TF15,TF-16 & TF17 3RD FLR PERMAISURI IMPERIAL CITY MALL",2025-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN. BHD - SEOUL GARDEN KB MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 3.01A, 3RD FLOOR, KB MALL JALAN HAMZAH,",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN. BHD - SEOUL GARDEN PAYA BUNGA SQUARE,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT L1-FB-KS, LOT PT 3313 KDAH 4785, JALAN MASJID ABIDIN 20200, MUKIM BANDAR KUALA TERENGGANU",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT SDN. BHD - SEOUL GARDEN PERMAISURI IMPERIAL CITY MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT PICM-TF15,TF-16 & TF17 3RD FLR PERMAISURI IMPERIAL CITY MALL, MIRI",2025-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT-SEOUL GARDEN HOTPOT AEON MALL NILAI,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT S28, 2ND FLOOR,  AEON MALL NILAI,",2025-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN RESTAURANT-SEOUL GARDEN HOTPOT MYTOWN,SEOUL GARDEN RESTAURANT SDN. BHD.,"NO.018, LEVEL 1, MYTOWN KL JALAN COCHRANE, SEKSYEN 90",2023-06-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN SETAPAK CENTRAL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT G38, 67, JALAN TAMAN IBU KOTA, DANAU KOTA",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN SETIA CITY MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LG 23, SETIA CITY MALL PERSIARAN SETIA DAGANG ALAM NUSANTARA",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN SETIA CITY MALL, SHAH ALAM",DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LOT LG 23, PERSIARAN SETIA DAGANG, SETIA ALAM, SHAH ALAM",2022-07-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN STAR AVENUE,DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"L1-02, PUSAT KOMERSIAL ARENA BINTANG, NO 3, JALAN ZUHAL U5/179, SEKSYEN U5, SHAH ALAM, SELANGOR",2018-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN SUNWAY CARNIVAL MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LG 27 & 28 SUNWAY CARNIVAL MALL 3068 JALAN TODAK, PUSAT BANDAR SEBERANG JAYA",2021-09-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN SUNWAY PUTRA MALL,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT 3-27, 3RD FLOOR SUNWAY PUTRA MALL, NO. 100, JALAN PUTRA, CHOW KIT",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN SUNWAY PYRAMID,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT LG 2.126, SUNWAY PYRAMID MALL JALAN PJS 11/15, BANDAR SUNWAY",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN THE MINES,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT L3, THE MINES 59, JALAN DULANG",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN THE SHORE SHOPPING MALL MELAKA,OCTO JET SDN BHD (SEOUL GARDEN THE SHORE),"193, PERSISIRAN BUNGA RAYA, GF 23, THE SHORE @ MELAKA RIVER,",2021-03-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEOUL GARDEN WANGSA WALK,SEOUL GARDEN RESTAURANT SDN. BHD.,"LOT G-02 WANGSA WALK MALL WANGSA WALK AVENUE, 9 JALAN WANGSA PERDANA 1, WANGSA MAJU",2023-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN, 1 UTAMA SHOPPING CENTRE",DELICIOUS BARBEQUE SDN BHD (SEOUL GARDEN),"LG 345, LOWER GROUND FLOOR HIGHSTREET, 1 UTAMA SHOPPING CENTRE BANDAR UTAMA, PETALING JAYA, SELANGOR DARUL EHSAN",2020-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN, AEON KINTA CITY, IPOH",OCTO JET (F&B) SDN BHD,"G22, AEON KINTA CITY SHOPPING CENTRE, NO. 2, JALAN TEH LEAN SWEE, OFF JALAN SULTAN AZLAN SHAH UTARA, IPOH",2023-01-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SEOUL GARDEN, TAIPING MALL",OCTO JET (F&B) SDN BHD,"LG 33 & 33A, TAIPING MALL, JALAN TUPAI, TAIPING",2023-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPINANG SARI CAFE & RESTAURANT,SEPINANG SARI CAFE & RESTAURANT,LOT 206 G/F SECTION 11 JALAN SATOK,2025-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE ALAMANDA PUTRAJAYA SHOPPING CENTRE,SEPIRING CAFE SDN BHD,"LG 30 & 30ES, ALAMANDA SHOPPING CENTRE, JALAN ALAMANDA,",2022-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE DPULZE SHOPPING CENTRE,SEPIRING CAFE SDN BHD,"LG-08, LOWER GROUND FLOOR, DPULZE SHOPPING CENTRE, PERSIARAN MULTIMEDIA, CYBERJAYA",2022-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE IOI CITY MALL,SEPIRING CAFE SDN BHD,"LOT NO. L1-15, LEVEL 1, IOI CITY MALL, LEBUH IRC, IOI RESORT CITY,",2022-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE MID VALLEY MEGAMALL,SEPIRING CAFE SDN BHD,"LOT FK 010, FIRST FLOOR SOUTH COURT, MID VALLEY MEGAMALL, MID VALLEY CITY, LINKARAN SYED PUTRA",2020-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE PARADIGM MALL,SEPIRING CAFE SDN BHD,"LOT GF-37, GROUND FLOOR, PARADIGM MALL, NO.1, JLN SS 7A/26A, PETALING JAYA,",2022-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE SDN BHD,SEPIRING CAFE SDN BHD,"LOT F-046, TINGKAT 1, MID VALLEY MEGAMALL, LINGKARAN SYED PUTRA,",2022-11-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE SETIA CITY MALL,SEPIRING CAFE SDN BHD,"LOT LG-167, TINGKAT LG, SETIA CITY MALL, NO.7, PERSIARAN SETIA DAGANG,   SETIA ALAM, SEKSYEN U13",,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SEPIRING CAFE SUNWAY PUTRA MALL,SEPIRING CAFE SDN BHD,"NO. G-26A TINGKAT BAWAH SUNWAY PUTRA MALL JALAN PUTRA, CHOW KIT",2024-06-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
